1|2.02E+13|1|7|好像是从尾厢传出来的.我试了下后面全不放东西.还有千斤顶什么的都拿下来的.备胎也是紧紧的.但就是有点金属碰撞的声音请问下是哪出问题了
1|2.02E+13|4|18|以前听车友说有刹车刺耳的响
1|2.02E+13|4|19|这两天才发现自己的小八也开响了，?开会了就不怎么响了
1|2.02E+13|4|21|惯病
1|2.02E+13|9|28|长安给消费者个说法，怎么连个说法都弄不来吗，不要拿那个口头上的保车一年来说事
1|2.02E+13|9|29|?强烈要求一次性解决乳化，本人每天赚10万，也要一个星期耽误一天的时间去清洗吗，本人要是借来的钱买的车，一星期一次清洗的挑费谁来给
1|2.02E+13|9|30|按我现在这个车的乳化情况一星期必须一次
1|2.02E+13|9|31|?强烈要求给个说法，不给大家团结一起，一起去投诉
1|2.02E+13|11|43|东标就保2年6万，还不如国产的发动机啊
1|2.02E+13|19|92|用哪个转接线真是十分的丑，在网上买的这个小东东，C30专用，一个转接口，一个读卡器，组合起来超小体积看看我车上的实际效果
1|2.02E+13|20|93|我的车是k5'是D版的'现在出现在行驶中'车里的阅读灯'就是顶灯跟后排的灯'突然一起亮起'开关也关不掉'过半分钟就自动熄灭'过一会又这样'这是怎么回事'大家帮我解答下'还反复出现这样
1|2.02E+13|23|101|拔出来的时候那个负极的接口竟然松了
1|2.02E+13|23|102|而且，一上车，公里数和油耗什么的都清零了，吐槽一下
1|2.02E+13|24|104|新车充气已经两次了，是不是不正常啊，好像车子都是个把月都不用充气的啊
1|2.02E+13|25|106|纳闷了，我的小3踢死不叫唤呢
1|2.02E+13|25|107|锁门的情况下，踢那都不想
1|2.02E+13|26|108|准备买车结婚了，看上了cs35，从发现断杆之后就不再关注，现在着急准备买了，又看到了爆乳
1|2.02E+13|30|115|今天高速匀速120油耗7.6左右油耗最少是90/1005个多点但是高速100太慢了开了一会100想通了一直开100瞬时油耗是少但是需要的时间长比如100里路跑100速度需要一个小时但是跑120的速度就不需要一个小时了最后算算费的油还是一样的只是行车电脑上的平均油耗少了其实根本不省油
1|2.02E+13|31|117|222222贰KM里程都没有，不知4S忘了还是有意识的
1|2.02E+13|35|124|大灯放在自动档上，仪表盘的灯有时候是不是也不亮呢，还是应该常亮，搞不清了，呵呵
1|2.02E+13|37|126|我1月10号提的车，到现在惠民补贴都没拿到，一开始讲年前就能拿，后来又说过年后，眼下马上年就过完了，不知道又要拖到什么时候
1|2.02E+13|44|139|车头右下面底盘插破了晕，洗车时才知道
1|2.02E+13|46|151|1、加油时油枪自动跳掉后千万不要再加，尤其是夏天中午，本人有一次曾经导致行车途中汽油从泻气孔中喷洒而出的恐慌景象
1|2.02E+13|46|152|2、轮胎上千万不要用什么清洁或防老化剂，本人由于使用该类产品，导致2W公里时轮胎就出现成片的细小裂纹，4轮全部换掉
1|2.02E+13|49|197|冷车点火困难
1|2.02E+13|52|211|如题，最近刹车时老是刹车片吱吱响，琢磨着改换了，四万七千公里
1|2.02E+13|58|217|目前还看到其他坛友反映的问题有：1、导航黑屏、CD异响2、后轮壳过低会蹭到3、不吹暖风了http://www.xcar.com.cn/bbs/viewthread.php?tid=185707554、驾驶位地板上有震动http://www.xcar.com.cn/bbs/viewthread.php?tid=185641345、跑偏6、一位车主搜集的优缺点慰问下新车主，希望东标能赶快解惑和解决问题啊，我准备5月份下手的
1|2.02E+13|60|222|我听他说机油不要用粘度太大的，不然很耗油，我是新手啥都不懂，求解答
1|2.02E+13|68|258|这个油耗不低啊·····跑了407公里
1|2.02E+13|82|304|三、真心的希望能将垃圾导航换了，不知道能不能换
1|2.02E+13|82|305|四、哦，那个音响和巡航的两个控制把手开始真的不太习惯，到现在才把音响把手用顺，那个巡航把手还没搞明白，也没用顺
1|2.02E+13|82|306|（多功能方向盘这点不如我的另一辆车起亚福瑞迪的好用）?
1|2.02E+13|83|307|本人是广东普宁洪阳的，2011款特别版皇冠提车半个月，十天前在洪阳做了次封釉，师傅技术一般，效果很一般
1|2.02E+13|83|308|(说是封釉，但好像打蜡似的，不用3个钟就搞定了)，可是到现在又是全车的细痕，4天前洗车的，现在又是脏的要命
1|2.02E+13|91|346|7日提的车，到现在行驶3945公里，初五到4S首期保养，揪心事来了，换好机油后车升起来，发现变速箱油底壳螺丝周围漏油，4S工人说螺丝是车出厂没拧紧造成，我真的没想到一个全球数一数二的大公司，犯那么低级而又愚蠢的错误，请大家交流一下怎么维权谢谢
1|2.02E+13|101|366|今天去洗车我跟他说我的刮器刮的时候有声音于是他就在挡风玻璃上涂了一层不知道是什么东西现在刮的时候声音不但没有消除雨刮器刮的时候还弹跳火死了不知道怎么办了
1|2.02E+13|109|416|缺点：100码内噪音还可以接受，从110开始就不行了，嗡嗡嗡嗡嗡的，我车还做过隔音的，都抵挡不了
1|2.02E+13|109|417|??????????空调，新车接回来，因为是三月份，没试，后来天气热了，重庆的天气大家是知道的，那空调真还不给力，后来换了空调滤，情况大为缓解，但是输给了重庆的夏天
1|2.02E+13|109|418|????????起步肉，这点和前面优点提到的速度不矛盾，红绿灯起步的话，另一个车道的车都出去3、4米了我的才开始动
1|2.02E+13|109|420|???????小毛病，我只说发生在我自己车上的，烟灰缸坏了，倒车传感器坏了，淘宝20元买来换掉了，方向盘偏了，但这个估计和我长期跑煤矿烂路给碰到了，维修站说还没偏够一齿，意思是再撞下，就可以调整了
1|2.02E+13|110|430|求助各位论坛车友'我的换档拨片有时减档减不下来，用换档杆可以减下来，但是有时拨片又可以减下来，是不是电脑的原因或者线束的问题
1|2.02E+13|111|432|定速巡航怎么用啊，上高速跑到速度到100用定速巡航，按了定速的按键，仪表上显示定速的标志，匀速开了一小段时间，松了油门怎么速度不能保持还是掉速啊
1|2.02E+13|124|471|我的3008开了1000km，两天前底盘磕到块石头，不知道有没有影响，还有最近发现倒车打方向时有尖锐的哨声，不知道正常否
1|2.02E+13|125|473|发动机噪音吓人，绝对不是胎燥，绝对是从发动机里发出来的，销售mm说就她自己值班不能开太远，一里地就返航了，问了乳化问题，mm说这批都是优化好的，细问后，优化办法就是两次机油，换管子，期待更好的解决办法，85800，裸车加2000，唯一的优惠就是上全险给优惠1000，这车问题没解决就加价我真心接受不了，准车主们怎么解决发动机噪音的问题
1|2.02E+13|131|484|如题，关于电加热后视镜的确需要，下雨天简直无法使用外后视镜，问了几个附近的地方都不熟悉智跑，请熟悉的朋友指点下啊
1|2.02E+13|131|487|1，行驶中，停车挂p后有时不能回位，只能熄火后再打火才能从新挂D档，现在轻易行驶中不敢挂P，只能N带手刹了
1|2.02E+13|131|488|2，另外踩刹车时，感觉挡扳儿这里跟着有响动和联动的感觉，好像两边是连着的，以前没有这种情况
1|2.02E+13|131|489|3，以前因为有时无法启动4S免费换了刹车开关，换了一年了，现在又发现有此问题了，不知道4S还给免费更换吗
1|2.02E+13|131|490|这个开关怎么这么容易坏啊，晕死
1|2.02E+13|136|508|1年8个月助力油管磨坏了，有漏光了，转向死沉，怎么破
1|2.02E+13|139|517|请问我的车才买一个多月现在天冷开的时候二档稍微踩点油门车就嗡的很长一声而且抖得厉害三档也是这样油门和离合踏板也抖是怎么回事
1|2.02E+13|139|518|还有我UBS放音乐每次熄火后在启动时都不能接着上次的听都是又从第一首开始放?求高手帮忙啊
1|2.02E+13|148|528|最近过年有个头疼事，需要虚心求教各位兄弟姐妹，使用不同的钥匙开启汽车可以联动不同的座椅位置吗
1|2.02E+13|148|530|这两天过年家里人多两把钥匙混着开，再加上座椅记忆，有点懵了，有时候一开车后视镜不合适就要调节很痛苦啊
1|2.02E+13|164|568|今天准备开冷气空调，，结果空调旋钮开关按了不好使?灯没有亮好像空调未有启动怎么回事啊
1|2.02E+13|165|569|销售极度不热情，开始还以为对我有意见，后来发现别的销售对别的客户也一样
1|2.02E+13|172|578|在运输中打开车窗玻璃，车内会发出“嗡嗡嗡”的声音，很响呢
1|2.02E+13|172|579|响的人心烦
1|2.02E+13|175|586|今天洗车发现后备箱盖子竟然被砸了个坑小爱铁皮确实不厚哎
1|2.02E+13|176|587|最近车门用遥控打不开了，只能用钥匙拧了，门拆开没有发现拉杆变形，会不会是电机老了没劲了
1|2.02E+13|178|596|停车的时候为什么我车要按两下启动键才能看DVD，大家都是这样吗?
