20161102104819|1|4|我检查机油的时候总是看着机油越来越少
20161102104819|2|79|例如，如果第一步和第二步的操作过程很快，在发动机转速尚未下降到同步转速时就抬离合，且抬离合操作过快，发动机转速表指针由上向下快速摆动至同步转速，车辆可能会有“前冲”或“抖动”感
20161102104819|17|168|???车在15000公里的时候发现打转向时车底下发出好象敲鼓（类似弹簧缺油）的声音，特别是原地打方向时更清晰
20161102104819|25|221|????????老款奥德赛的尾灯是镶嵌在贯通尾部的细长条反光饰条之上的，像是系了一条细腰带，准确地说是属于“时尚的MPV”，但体形上却难逃臃肿，尤其是下半部分显得过于厚重
20161102104819|35|265|就是引进国内内饰不好看，听说油耗很高，以后配件也很昂贵
20161102104819|39|270|7月初，想买台商务车，经过多方面考虑定下两种：别克GL8和本田奥德赛先到的别克4S店，转了半天没人理，主动找销售，说要买GL8，有台样车，锁着，不让看，态度极度冷淡
20161102104819|39|271|哎，直接走人，在网上看到过说别克的销售冷漠，没想到，比我想象的还默然，冰冷到底
20161102104819|65|363|结论：丰田导航信息点奇少，比凯立德、城际通等少得多，用凯立德等地图输入关键词搜索出来很多结果，用丰田导航搜索出来结果少得可怜
20161102104819|74|405|我的消声器不到50000公里就坏了，开车就像开本田拖拉机，强烈要求为我们免费换消声器，而且，不是一个二个人的问题，有这种情况的人很多，质量问题
20161102104819|96|537|我的车夜晚一踩刹车大灯突然会暗一下，不知道各位大侠是否有同样的问题
20161102104819|127|624|皇冠的卡带地区不怎么好看，基本上没有用途，不知道那位高手可以建议或者改装过其他的实用的配件
20161102104819|133|635|但我问了朋友，他以前买的车价是68万，靠~还不是一样，估计是之前的大排量税的问题，价格就升了很多，估计现在又是政策问题，价格降了下来~然后在看，没有无匙启动，想想也是，估计都是几年前设计理念的产品了，估计还跟不上改进
20161102104819|142|674|07威驰的后避震存在质量问题==漏油，不到两年我都换了3根了
20161102104819|147|683|现在已开了1815公里，起步提速很慢，减震一般，最近一个星期在高速中有时会象砂石跌落的声音，大约2-3秒
20161102104819|157|719|当时我区首先想到我的DD肯定会受伤很严重，下车后我先看了我的DD的屁股，还好，没什么，一点都没变形，就一点漆的擦伤，因此我想那个宝马5应该更加没什么，可当我过去看时却傻眼来，的前脸都变形了
20161102104819|157|722|宝马怎么会那么不结实
20161102104819|175|784|但我观察1.8t的途安比2.0费油，而且维修昂贵，容易出现烧机油的情况，根据常识加涡轮后发动机寿命要简短，而且涡轮容易坏，并且加t和双离合是作为新技术所以车的价格往往要高很多，而大家往往认为鬼肯定就好，新技术肯定是好但需呀发展，如果现在买就变成了试验品，是吧
20161102104819|185|827|它直接决定了升降档时顿挫感强烈，起步肉，最高速不会太快，油耗高
20161102104819|221|1003|刚装了前后护罩和侧踏板，可发现加速时和正常行驶时的风噪明显加大了，不知各位前辈是否有同样感受
20161102104819|228|1072|我车子是08威驰，08年6月买的，现在原车自带的报警器不知道怎么不响了，就是用中控钥匙锁好后再用钥匙开门就是不响，以前都响了，还有貌似自动落锁好像也不行了，这是怎么回事啊
20161102104819|277|1356|第一批DD，目前6万公里，保养正常，方向机响有一段时间了，开空调后，更为明显点，打方向有吱吱的很轻微的声音，同时感觉方向变重（有可能是心理作用），就在方向盘里发出的声音，不是轴头，润滑的问题，另冷车启动，并无此问题，常常是到目的地时，特别是空调关后，会发现此声音，请老大看下，什么毛病，另有否其他TX有类似问题
20161102104819|284|1392|新车开了几天啦，觉得后视镜好像不舒服呢，特别是左后视镜范围小，好像有车过来总看不到，大家有这个感觉吗，都是怎么解决的呢
20161102104819|296|1506|但是中网的变化似乎不如老款好看，前大灯组合也没有改新
20161102104819|326|1618|图胜跑四万多公里出了两个问题....轮胎全换了.方向噪音...经沈阳路鑫店检查方向机损坏...质量太差..请车友慎购..本人悔买此车!!!!!
20161102104819|341|1639|车友“很皇很冠很皇冠”在回帖中称：感觉没有12代的经典与大气咯
20161102104819|341|1644|车友“我为车狂”在回帖中道出了大部分车友对13代的感受：要运动不运动，要大气不大气，要稳重更不稳重
20161102104819|364|1739|我的是Q3标准版的，都半年多，刹车有个问题不知道大家是否也有类似情况在急刹时感觉踩到刹车又踩到“树枝”似的，不知怎么回事，后来发现在路况不平急踩刹车都有这感觉，还好有刹住，不然可以惨了我想应该不是我车问题，大家也应该有，有哪位能处理这类问题发表一下，谢谢啊
20161102104819|398|1835|今天发现响声增大了，源头较为容易找了，就是中控仪表盘上方的黑色塑料边框
20161102104819|406|1850|我的发动机有烧机油的现象，7千公里烧1升机油
20161102104819|421|1909|发现问题的时候是2挡升3挡的时候动力传输突然迟缓
20161102104819|427|1938|我的车已经开了6万多公里了，现在跑起来低速的时候有嘎嘎的声音，不知道那声音是那里发出来的，我自己听听好像是减震和轮胎上的
20161102104819|508|2286|小弟的1.3AT小v空调在运行时突然会有一股异味，但是很快就没有了，不知道大哥们有没有类似的情况，正常吗
20161102104819|515|2296|说实话，DD的轮胎质量不怎么样，不知道大家看法如何
20161102104819|515|2300|动力，不太够，，提速没法跟小车比，所以等首保时改一下，雷神整流器，VSD点火增压器，铱金火花塞都列入我改的清单里了4WD的感觉也不是很明显，但是上下马路牙子，很轻松，这就够了我觉得总之，刨去耗油不说，DD是好车，一部物有所值的好车，嘻嘻
20161102104819|520|2322|途安1.8刚一万五千公里，前几天去山东在高速上跑到150以上的时候空调出风就很小了（几乎没有风，非常热）当车速下来以后风量会自动变大，请问有没有人遇到相同的情况
20161102104819|523|2335|买丰田本田还真不如买个轿子开
20161102104819|525|2340|这几天我的导航显示一直和行驶路线不一致，一直为这事烦恼还以为自己倒霉买的车不好
20161102104819|529|2356|就是踩下煞车，然后换到油门却没有推动力，又或者，踩下去到了2000左右转数以前是空转，后面才好像有了档一样才有推动力
20161102104819|548|2510|根本没有灯光辅助，这么长和大的车视线不好（在灯光暗的地方，根本就是垃圾，有P用
20161102104819|560|2544|我在倒车的时候抬刹车总能听见前轮嘎吱嘎吱的响不知道各位大侠的威驰有这样的情况吗
20161102104819|568|2584|上周出了几天门，从北京回来的时候，最热的时候，空调没了，不舒服事小，没面子事大呀，这么中意的安安怎么这么不给长脸呀
20161102104819|577|2625|1、外扬式后车窗只能开那一条小缝，通风很不爽；2、取消了副驾的折叠杯架，增加了置物箱（我气称垃圾箱，有某JS还特意给我纠正是置物箱不是垃圾箱），令我放超长的材料受限制；3、中排滑椅，就算加钱换成转椅，坐垫也不能折起
20161102104819|592|2740|打开发动机舱，发现好像是皮带轮发出的声音，各位有知道是怎么回事的吗
20161102104819|604|2793|最近我的大麦油耗有点高啊
20161102104819|665|3100|不爽的是才换了半个月的固特异轮胎烧掉了一只，当天还加满了油
20161102104819|680|3165|第一天新车提回来，停在车库下车就闻到一股焦糊味，立马跟销售联系，说是新车磨合，刹车片的味道
20161102104819|710|3441|装配工艺真的越来越差，有的地方还不如我以前的polo，尤其方向盘下方的那个驾驶员手套箱，做的太差了，还有后排中间的杯架已经坏了，我7月14日的车哦，德国人严谨的作风还有多少时间供国人挥霍啊
20161102104819|763|3994|才两个月的新车传动轴断裂销售商和厂商说是传动轴见了水才导致断裂的责任有车主自己承担所以车主不服才找来老黄牛在西二环拉车游行的靠怎么发不了图片呀在这个里面大家可以去看看骏捷FRV俱乐部
20161102104819|777|4027|现在的汽车配置越来越多，不过有好多都是浪费的，我觉得皇冠的大灯清洗装置是最浪费的，大家发表一下自己的看法啊
20161102104819|850|4356|个人感觉马力不怎么好
20161102104819|851|4357|前几天方向机漏油了，买了修理包换了，换好以后，助力泵有点响，到现在，方向一会有，一会没有，高速正常，应该怎么办，
20161102104819|876|4489|DD的左后视镜有盲区，基本左边车道的车到了车后面5米左右就看不到了，而且大家是否有同感，就是左边镜子看一会儿会头晕
20161102104819|924|4738|DD一年多了，基本都满意，就提一点，大灯的灯光不知各位兄弟有没有注意到，晚上开大灯时，你用下玻璃窗，或踩下刹车就会暗一下，开到就近的3S店查了下，说每个韩现的车都有这样的毛病，停在那的几辆打开来看了下，的确有同样的问题，3S给出答案，大家都有问题就不是问题了
20161102104819|947|4864|再说导航：打完球送完同事，去接老婆（老婆在上课），那条路曾走过一次，当时也是胸有成竹，好像是忘了出那个口了，往下开，就给迷路了，转不出去了，当时的心里还是很恐惧的，所谓讲：陌生的世界是恐惧的
20161102104819|949|4885|途安和同级别的轿车相比，其内饰确有不足之处
20161102104819|985|5024|这车牌质量真差!!!!!!!
