-1|20161102151819|0|0|大家知道新车多少公里保养啊
-1|20161102151819|0|1|说明书上车上显示1000公里就要保养，销售又说3000公里保养
-1|20161102151819|0|2|不知道是什么情况
-1|20161102151819|1|3|V3跑到100以上方向盘怎么会抖动呢
-1|20161102151819|2|4|其它地方不用说了，应该太原会贵些
-1|20161102151819|2|5|我今天问了价格2.0精英自动型
-1|20161102151819|2|6|173000元，送车膜
-1|20161102151819|2|7|其它都没有
-1|20161102151819|2|8|郁闷啊
-1|20161102151819|2|9|感觉有点贵
-1|20161102151819|2|10|可是，找了朋友问了一下，也只不过是便宜了200元，加全车装璜
-1|20161102151819|2|11|（地胶，脚垫，车膜，把套等不值钱的玩意）
-1|20161102151819|2|12|问一下，太原地区入手的朋友
-1|20161102151819|2|13|这价格可以接受吗
-1|20161102151819|3|14|4月7日订的银色手舒，45900-3000，送座套、脚垫、香水、拖把、方向套，据说要一个月才有车（江苏·大丰），真的假的
-1|20161102151819|3|15|要这么长时间吗
-1|20161102151819|3|16|我现在有点担心4180mm的小三，会不会太小，担心·······比两厢的骏捷frv还短·······比三厢的赛欧还短······?
-1|20161102151819|4|17|近看高清大图
-1|20161102151819|4|18|中距离远距离店家搞活动
-1|20161102151819|4|19|才30块还包邮，心动不已第一次小装饰外观
-1|20161102151819|4|20|?要地址的可以问我
-1|20161102151819|4|21|快快快
-1|20161102151819|4|22|?
-1|20161102151819|5|23|???????4月16日，“心所思行即达”长安RAETON睿骋上市发布会在长安汽车北京公司隆重举行
-1|20161102151819|5|24|??????作为一款极具体验价值的舒适中高级轿车，RAETON睿骋突破由合资品牌占据“把持”地位的中高级轿车市，率先引领回归产品价值与消费者体验的主张，凭借全新的产品力体验价值基准实现了中国品牌中高级轿车的破局而立
-1|20161102151819|5|25|RAETON睿骋全系提供两款动力组合共7款车型，分别搭载全新BlueCore1.8T+6AT与2.0VVT+6AT/6MT动力总成，官方指导价格为10.98万元-20.08万元
-1|20161102151819|5|26|上市会现场，国家相关部委、北京市委市政府、房山区委区政府以及中国兵装集团、长安汽车相关领导与长安汽车北京公司员工一起见证了RAETON睿骋的荣耀登场
-1|20161102151819|5|27|与此同时，活动现场进行的长安汽车与国资委、北京市房山区委区政府RAETON睿骋交车仪式，也宣告了RAETON睿骋公务车市场的角逐正式开启
-1|20161102151819|5|28|全球设计智慧，诠释优雅新风尚RAETON睿骋汇集长安汽车五国九地的全球智慧，采取“雅、敛、驰”的设计理念：几何化的前进气格栅、简洁大气的前脸线条，车身侧面贯穿至尾灯的倾斜的腰线，完美展现了RAETON睿骋的优雅气度与车身线条的内在张力
-1|20161102151819|5|29|此外，经意大利宾法风洞试验（Pininfarina），实现了0.29的超低风阻系数，堪比新奥迪A6L水平，更为降低油耗做出了极大贡献
-1|20161102151819|5|30|内外兼修，成就舒适新享受通过对中高级轿车消费者用车需求的综合考量，RAETON睿骋将着眼点精准锁定于大气从容的舒适驾乘感受
-1|20161102151819|5|31|在空间上，RAETON睿骋提供领先同级车型的2810mm超长轴距与2025mm越级腿部空间，辅以505L宽大行李箱空间、全车27处人性化储物空间，并采用具备冷藏功能的中控台扶手箱设置，轻松应对多样化的储物需求
-1|20161102151819|5|32|在驾乘体验上，低至37分贝的怠速噪音，双温区全自动空调系统、具备八向电动调节与加热功能的真皮座椅等，细节处的精心设计彰显极致尊贵体验
-1|20161102151819|5|33|此外，RAETON睿骋全系标配十六位一体的“集权式”EPB电子驻车系统，整合Auto-Hold、ECD（电子控制减速功能）、DAA（辅助驶离功能）等16项功能于一身，化繁为简，操作更加人性便捷，也提供了更多的安全保障
-1|20161102151819|5|34|黄金动力组合，定义动力新标杆RAETON睿骋提供两款黄金动力组合，保持了动力性与经济性的平衡，全面满足消费者的专属需求：在BlueCore全新动力系统下的1.8T+6AT与2.0VVT+6AT/6MT动力总成，搭配AW爱信公司最第二代6速手自一体变速箱
-1|20161102151819|5|35|其中1.8T发动机最大功率130Kw/5500rpm，最大扭矩230N·m/1700-5000rpm；而2.0VVT高性能引擎最大功率116Kw/6000rpm，最大扭矩200N·m/4000-4500rpm，通过采用VVT可变气门正时技术，显著提升功率及扭矩，降低了HC排放，并使发动机运行更加平稳可靠
-1|20161102151819|5|36|新五星无忧屏障，缔造安全新境界安全方面，RAETON睿骋按照2012版C-NCAP的最高标准设计，凭借长安汽车先进的安全技术与缜密的安全性能测试体系，缔造无所不在的安全保护
-1|20161102151819|5|37|在主动安全方面，RAETON睿骋1.8T车型标配七位一体“轨道式”ESP电子稳定系统，集成ESP（电子稳定系统）、ABS（制动防抱死系统）+EBD（电子制动力分配）、BA（紧急制动辅助功能）、HA（坡道辅助）、TCS（牵引力控制系统）等7项傲视同侪的强大功能，可在急转向等突发情况下实现车辆稳定性的最优状态
-1|20161102151819|5|38|更有TPMS胎压实时监控系统、AFS转向辅助照明系统与ALS大灯动态高度调节系统，确保驾驶员及时了解轮胎信息并提供最佳照明效果
-1|20161102151819|5|39|在被动安全配置上，全车高达40%的高强度钢用材，1200MpaHEEAB超高强度车身，匹配6安全气囊的最高配置，为消费者打造最高安全屏障
