fileID|docID|sentID|sentence
-1|20161102152319|0|0|●?奔腾X80悬挂类型：前麦弗逊/后多连杆作为奔腾旗下首款SUV，X80由于还不错的外观而获得了不少关注
-1|20161102152319|0|1|由于和B70共用平台，让人对其抱有期待
-1|20161102152319|0|2|前麦弗逊后多连杆的悬挂形式还算比较有诚意
-1|20161102152319|1|3|问题1，新车你们都是加93还是加97号汽油
-1|20161102152319|1|4|问题2，你们购车的时候都送些神马东西啊
-1|20161102152319|1|5|脚垫，防爆膜是三菱原厂的吗
-1|20161102152319|1|6|我购车的时候送我的都不是三菱的原厂脚垫和防爆膜
-1|20161102152319|2|7|GX718行政版特殊功能，停车时转向灯不回位拔钥匙后，单侧行使灯要亮的
-1|20161102152319|3|8|长安福特捐款300万
-1|20161102152319|4|9|日行灯接油泵继电器对车有影响吗
-1|20161102152319|4|10|和接ACC继电器一样吗
-1|20161102152319|5|11|07年的车?后面不漏排气管的那种
-1|20161102152319|6|12|那天路遇一黑色小4，我觉挺好看挺酷的，为什么买的人那么少
-1|20161102152319|7|13|??天津的车友有最近提车的嘛
-1|20161102152319|7|14|价格多少
-1|20161102152319|7|15|分享下
-1|20161102152319|7|16|??我从王兰庄捷通4S店订的，白外黑内，才优惠3000.??天津的价格和别的地区价格差距太大了
-1|20161102152319|8|17|上周试驾了小舅子刚买的小4，海蓝色手豪版
-1|20161102152319|8|18|开了之后感觉蛮不错的，里面的乘坐空间还是可以的，提别是后排没有想象中的挤，但是代价就是牺牲了后备箱，说实话不是一般的小，当然跟熊猫、F0比还是大的，貌似最多只能放下两个随身带上飞机的小的方形行李箱
-1|20161102152319|8|19|这车是4月份产的，据说切水条问题已经解决了
-1|20161102152319|8|20|比较好的地方就是这车发动机声音相对小，还有就是脱档基本没什么感觉，脱档憋屈熄火也不会挫车（当然这时不是我开的），貌似提速有些慢，不知道是不是因为电子油门或电子时速显示的原因（相对拉线油门和指针时速表），这个真心不懂，只是自我感觉
-1|20161102152319|8|21|小4的视野和驾驶员乘坐感肯定不用说了，最后再说说感觉的不足之处：1、貌似大灯近光的时候不是特别亮，不知道是不是各人感觉不同
-1|20161102152319|8|22|2、那个方向盘真心会挡住转向指示灯之类的东东，据说方向盘可以上下调
-1|20161102152319|8|23|3、貌似我没发现有CD机，是没找到还是真没有啊，其实MP3的音质真的比CD要差好多
-1|20161102152319|8|24|4、全车少了一个熄火之后可以看的电子时钟（个人觉得这虽然是个不起眼功能，但是很实用）
-1|20161102152319|8|25|5、离合器左边歇脚的凸起距离离合器实在是太近了，感觉稍微穿大一些旅游鞋的男士很容易一半踩到凸起上一半踩到离合器上面，导致离合器不能踩到底
-1|20161102152319|8|26|总得来小4还是很不错的，个人感觉是6-8万这个区间性价比最高的车了，就是不知道后面会不会出个四驱的
-1|20161102152319|9|27|乌兰察布市M4车友QQ群216807494
-1|20161102152319|10|28|K21.4LMTGLS纪念版与C50时尚型，纠结中
