20161102104819 |2|13|变速器有了同步器后，有效地避免了齿轮的撞击，大为简化了换档操作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |2|14|现在，不管是加档还是减档，换挡时不必再用传统的两脚离合法而普遍使用一脚离合法（这不应理解为是对两脚离合法合理性的否定），这在相当大的程度上解决了换挡时的困难,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |2|34|不仅如此，换挡时如操作（施力大小、换入时机）得当，还会产生类似换挡杆被自动吸入到位的感觉，这对驾驶者来说，不啻为一种“快意”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |9|153|前几天和朋友看了“经典荣耀未来——沁聆时光”CROWN皇冠视觉音乐，本以为这种汽车音乐会就是给车打广告的时间，谈不上什么音乐性，艺术性，但没想到音乐的品质跟那种专业的不相上下，加上现场大屏幕播放的影像，倒是跟主题很吻合&not;——视觉音乐，着实另人惊讶，感叹于皇冠的品位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |25|225|而新奥德赛的车头也一改老款的优雅低调，棱角分明的硬朗笔触雕刻出更趋前卫而概念化的前脸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |25|228|而新奥德赛的斜角四边形尾灯硬朗的造型减少了尾部的臃肿，尤其是顺着尾灯底边延长的切线增添了几许锋利，两道细条反光板也向左右两侧移动，圆形的双出排气管维持原状,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |30|262|令我最大跌眼镜的就是全新索兰托居然配备了全景天窗，大家都知道一般全景天窗可是只有高端车中才能看到的哦，价格只有22.98~26.78性价比还是挺高的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |30|263|全景天窗的好处就是可以给驾驶员带来的超乎想象的驾驶乐趣，不仅增强了车内自然光线的投入，还提升了驾驶区域的空间感，最爽的就是抬头欣赏天空美景，这可不是每辆车都能享受到的哦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |35|270|个人觉得沃尔沃XC60是部很好的车，加上这个价格，性价比很高，科技感很强,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |49|311|但是音质比原车的好了很多哦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |88|564|当然如果你一意选择前行，后果也并不严重，因为途安的密封性相当不错,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |89|571|在车内空间上，新奥德赛继续发扬本田的MM理念，大大改善了后座的乘坐空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |89|573|而且新奥德赛还装备了全新的ECON节油系统，在燃油经济性上也会有很好的表现,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|693|呵呵，我也有个朋友一年多前就买了部MDX，打电话问了，说也挺好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|696|看了又看，坐了又坐，摸了又摸，感觉日系的内饰真皮还是比较舒服的，这点不假,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|697|空间也很大，本来就是和X5,XC90同级的设计的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|701|我故意过些比较不平的地方试下底盘和避震，有点在意料之中，本田的高端产品，还是属于很有实力派的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|708|我说，和我之前开的Q73.6差不多感觉，底盘工夫还不错的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|709|小试几圈品位了了一下之后，总结出还是部比较优秀的车的，低速时动力提生也不弱，各方面的平衡也做到似乎恰到好处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |133|721|动力更加好很多，过弯倾斜也非常小，当时我还记得一试，便非常惊讶原来XC60也那么地出色,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |165|833|1.6AT,6月19日提车价格10.4万送倒车雷达，底盘装甲，车膜，双向防盗报警器，挡泥板，脚垫，开了20多天，感觉不错动力可以，噪音也没有很好，油耗10个左右，城市总塞车辽宁，大连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |193|966|两辆车的外观都足够大气，作为商务车够面子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |210|1039|DVD碟，听的音质还可以，音乐声音调的不高，一般喜欢听一些山歌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |217|1103|5、虚拟6碟盒CD功能,超大内存，可储存200多首曲目；操作方便，可在播放CD过程中一键保存曲目；具有断电续录功能，在存储录制CD音乐中断时，可在下次开机时继续录制;无需更换碟片，轻松方便；播放音乐时，DVD机芯不需工作，减轻DVD机芯负担,延长整机使用寿命;6、图示化数值显示，泊车更精准、更直观；前后精准测距，使泊车进退自如；融合第二代智能轨迹倒车系统，倒车更安全、更舒心;7、主机操控所有iPod播放功能；全中文显示，操作更直观；单级菜单操作界面，操作便捷；8、国际专业BBE音效处理，增强汽车音响的临场感；增强声音润色效果，音乐更动听；9、可接收CMMB、DVB-T、DMB-TH等标准的数字移动电视节目，全触摸控制数字电视功能（选配）；CMMB可支持加密接收；10、进入DVD状态后5—6秒的快速播放碟片，操作更快捷；一般产品进入DVD状态后等待时间不少于12秒；11、1路AV输入，1路AV输出；12、收音天线、外接功放、手刹、来电静音控制；13、全功能红外遥控操作；14、可将U盘中喜爱的图片剪截下来，设置为开机画面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161102104819 |232|1217|很是不错，省油，毛病少，省心，曾经带着我南下北上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
